epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,41162.2,1.52683,4.45792,0.35219,1.09027,1.55434,0.7592,0.65321,0.72509,0.41499,0.75413,0.63996,0.65248,0.2949,1.67666,3.58159,0.33081,0.97588,1.4656,0.001684,0.001684,0.001684
86,41643.9,1.52083,4.4491,0.35257,1.08506,1.54934,0.75757,0.65302,0.72513,0.41546,0.7548,0.64027,0.65289,0.29583,1.67531,3.5742,0.33055,0.97444,1.46507,0.001585,0.001585,0.001585
87,42121.5,1.51898,4.43644,0.35213,1.07817,1.54935,0.75587,0.65444,0.72526,0.41569,0.7553,0.6409,0.65401,0.29687,1.67392,3.56611,0.33018,0.97297,1.46458,0.001486,0.001486,0.001486
88,42601.6,1.51752,4.41236,0.35143,1.07643,1.54696,0.7549,0.65554,0.72508,0.41657,0.75276,0.64263,0.65464,0.29779,1.67356,3.55695,0.32985,0.9717,1.46419,0.001387,0.001387,0.001387
89,43079.1,1.51362,4.40341,0.35076,1.07303,1.54603,0.75882,0.65431,0.72554,0.41698,0.7558,0.64232,0.65634,0.29953,1.67292,3.54944,0.32955,0.97036,1.46203,0.001288,0.001288,0.001288
90,43560.4,1.51311,4.38822,0.34995,1.07037,1.53985,0.75509,0.6577,0.72612,0.41756,0.75459,0.64331,0.65774,0.30049,1.67202,3.5423,0.32922,0.96903,1.46056,0.001189,0.001189,0.001189
91,44099.9,1.67018,3.92842,0.34642,1.01681,1.49371,0.75678,0.65638,0.72592,0.41784,0.75666,0.64436,0.65881,0.30181,1.6711,3.53569,0.3288,0.96742,1.45887,0.00109,0.00109,0.00109
92,44575.9,1.66705,3.89565,0.34485,1.00795,1.48494,0.75814,0.65649,0.72688,0.41834,0.7614,0.64515,0.66012,0.30311,1.67006,3.52707,0.32833,0.9651,1.45744,0.000991,0.000991,0.000991
93,45048.4,1.66426,3.85826,0.34275,1.00119,1.48068,0.75796,0.6579,0.7281,0.41906,0.76293,0.64531,0.66183,0.30428,1.66945,3.51824,0.32789,0.96294,1.4567,0.000892,0.000892,0.000892
94,45524.9,1.65448,3.82922,0.34151,0.99263,1.47678,0.76038,0.65916,0.73012,0.41985,0.76435,0.64393,0.66401,0.30517,1.66866,3.51113,0.3274,0.96111,1.45577,0.000793,0.000793,0.000793
95,45997.2,1.65632,3.82367,0.34116,0.98978,1.47286,0.76298,0.65822,0.7308,0.42066,0.76526,0.64405,0.66465,0.30598,1.66831,3.50357,0.32682,0.95817,1.45423,0.000694,0.000694,0.000694
96,46473.2,1.65134,3.80269,0.34029,0.98821,1.47097,0.75873,0.66152,0.73177,0.42098,0.76047,0.65019,0.66655,0.30726,1.66678,3.49437,0.32628,0.95571,1.45276,0.000595,0.000595,0.000595
97,46945,1.65211,3.77669,0.33904,0.98446,1.46553,0.76207,0.66058,0.73231,0.42187,0.7616,0.64878,0.66679,0.30854,1.66582,3.4863,0.3258,0.95409,1.45147,0.000496,0.000496,0.000496
98,47421.8,1.64637,3.76112,0.33809,0.97892,1.46247,0.75772,0.66419,0.73302,0.42247,0.76328,0.64872,0.66841,0.30988,1.6653,3.47737,0.32539,0.95194,1.45035,0.000397,0.000397,0.000397
99,47894.5,1.63755,3.742,0.33769,0.97308,1.45763,0.7564,0.6653,0.73413,0.42332,0.76018,0.65321,0.66989,0.311,1.66472,3.4707,0.325,0.94952,1.44951,0.000298,0.000298,0.000298
100,48370.1,1.63949,3.73403,0.33689,0.97085,1.45734,0.75434,0.66924,0.73489,0.42373,0.76463,0.65334,0.67135,0.31206,1.6643,3.46358,0.32453,0.94661,1.44865,0.000199,0.000199,0.000199
